Feature,Duration,ATE,Type
Out Board Sensor Temperature(Deg C),110,-0.4567385214833222,IBS_N
In Board Sensor Temperature(Deg C),110,0.4222729131213992,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),110,0.0,IBS_N
Heater Dutycycle,110,-0.0120828037654772,IBS_N
Search Coil Magnetometer's Temperature(Deg C),110,0.6225732594161312,IBS_N
Solar Array's Angle(Deg),110,0.0,IBS_N
High Gain Antenna Azimuth(Deg),110,0.0,IBS_N
High Gain Antenna elevation(Deg),110,0.0,IBS_N
Radial Distance from Sun(AU),115,-0.6842930498246769,IBS_N
Electronic Box Temperature(DegC),115,0.2935357526933442,IBS_N
Solar Wind Analyser temperature(DegC),115,0.0,IBS_N
Out Board Sensor Temperature(Deg C),115,-0.6607988291759226,IBS_N
In Board Sensor Temperature(Deg C),115,0.4504655418123848,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),115,0.0,IBS_N
Heater Dutycycle,115,-0.0052171313978988,IBS_N
Search Coil Magnetometer's Temperature(Deg C),115,0.5903508470507826,IBS_N
Solar Array's Angle(Deg),115,0.0,IBS_N
High Gain Antenna Azimuth(Deg),115,0.0,IBS_N
High Gain Antenna elevation(Deg),115,0.0,IBS_N
Radial Distance from Sun(AU),120,-0.7046306780559534,IBS_N
Electronic Box Temperature(DegC),120,0.1457861065825961,IBS_N
Solar Wind Analyser temperature(DegC),120,0.0,IBS_N
Out Board Sensor Temperature(Deg C),120,-0.8169996183483947,IBS_N
In Board Sensor Temperature(Deg C),120,0.6982443845481616,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),120,0.0,IBS_N
Heater Dutycycle,120,-0.0012970827664361,IBS_N
Search Coil Magnetometer's Temperature(Deg C),120,0.8620475606752822,IBS_N
Solar Array's Angle(Deg),120,0.0,IBS_N
High Gain Antenna Azimuth(Deg),120,0.0,IBS_N
High Gain Antenna elevation(Deg),120,0.0,IBS_N
Radial Distance from Sun(AU),125,-0.7560497829833017,IBS_N
Electronic Box Temperature(DegC),125,0.3915827583319148,IBS_N
Solar Wind Analyser temperature(DegC),125,0.0,IBS_N
Out Board Sensor Temperature(Deg C),125,-0.9082716170249808,IBS_N
In Board Sensor Temperature(Deg C),125,0.8062023826397082,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),125,0.0,IBS_N
Heater Dutycycle,125,-0.004961576046481,IBS_N
Search Coil Magnetometer's Temperature(Deg C),125,0.6895602389639897,IBS_N
Solar Array's Angle(Deg),125,0.0,IBS_N
High Gain Antenna Azimuth(Deg),125,0.0,IBS_N
High Gain Antenna elevation(Deg),125,0.0,IBS_N
Radial Distance from Sun(AU),130,-0.8558637594132609,IBS_N
Electronic Box Temperature(DegC),130,0.3156722878671898,IBS_N
Solar Wind Analyser temperature(DegC),130,0.0,IBS_N
Out Board Sensor Temperature(Deg C),130,-0.7181878479706556,IBS_N
In Board Sensor Temperature(Deg C),130,0.9548527736709213,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),130,0.0,IBS_N
Heater Dutycycle,130,-0.001159162360062,IBS_N
Search Coil Magnetometer's Temperature(Deg C),130,0.8543781671340223,IBS_N
Solar Array's Angle(Deg),130,0.0,IBS_N
High Gain Antenna Azimuth(Deg),130,0.0,IBS_N
High Gain Antenna elevation(Deg),130,0.0,IBS_N
Radial Distance from Sun(AU),135,-1.0244580072358054,IBS_N
Electronic Box Temperature(DegC),135,0.2976617538248944,IBS_N
Solar Wind Analyser temperature(DegC),135,0.0,IBS_N
Out Board Sensor Temperature(Deg C),135,-0.8682771121620223,IBS_N
In Board Sensor Temperature(Deg C),135,1.1009148656245566,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),135,0.0,IBS_N
Heater Dutycycle,135,0.002887729886686,IBS_N
Search Coil Magnetometer's Temperature(Deg C),135,0.6849610756701694,IBS_N
Solar Array's Angle(Deg),135,0.0,IBS_N
High Gain Antenna Azimuth(Deg),135,0.0,IBS_N
High Gain Antenna elevation(Deg),135,0.0,IBS_N
Radial Distance from Sun(AU),140,-1.1236672372683114,IBS_N
Electronic Box Temperature(DegC),140,0.0834943583749604,IBS_N
Solar Wind Analyser temperature(DegC),140,0.0,IBS_N
Out Board Sensor Temperature(Deg C),140,-1.153763711743507,IBS_N
In Board Sensor Temperature(Deg C),140,0.7023239899616298,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),140,0.0,IBS_N
Heater Dutycycle,140,0.0023796732443368,IBS_N
Search Coil Magnetometer's Temperature(Deg C),140,0.9036448741687132,IBS_N
Solar Array's Angle(Deg),140,0.0,IBS_N
High Gain Antenna Azimuth(Deg),140,0.0,IBS_N
High Gain Antenna elevation(Deg),140,0.0,IBS_N
Radial Distance from Sun(AU),145,-1.2129153678956213,IBS_N
Electronic Box Temperature(DegC),145,0.1153903296882103,IBS_N
Solar Wind Analyser temperature(DegC),145,0.0,IBS_N
Out Board Sensor Temperature(Deg C),145,-0.623819904113529,IBS_N
In Board Sensor Temperature(Deg C),145,0.8159996584989646,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),145,0.0,IBS_N
Heater Dutycycle,145,0.0005005189061258,IBS_N
Search Coil Magnetometer's Temperature(Deg C),145,0.4376971463985126,IBS_N
Solar Array's Angle(Deg),145,0.0,IBS_N
High Gain Antenna Azimuth(Deg),145,0.0,IBS_N
